"","LON","LAT","YEAR","MO","DY","HR","T2M","RH2M","PRECTOTCORR"
"521",2,45,2002,1,22,16,4.68,96.04,1.14
"522",2,45,2002,1,22,17,4.27,96.98,0.88
"523",2,45,2002,1,22,18,4.03,97.87,0.09
"524",2,45,2002,1,22,19,3.81,98.22,0.05
"525",2,45,2002,1,22,20,3.54,98.87,0.02
"526",2,45,2002,1,22,21,3.15,99.37,0.02
"527",2,45,2002,1,22,22,3.19,98.63,0.01
"528",2,45,2002,1,22,23,3.4,97.5,0.01
"529",2,45,2002,1,23,0,3.6,96.46,0.01
"530",2,45,2002,1,23,1,3.38,96.5,0
"531",2,45,2002,1,23,2,2.7,98.06,0
"532",2,45,2002,1,23,3,2.38,97.03,0
"533",2,45,2002,1,23,4,2.47,94.2,0
"534",2,45,2002,1,23,5,3.19,91.61,0
"535",2,45,2002,1,23,6,3.56,92.5,0.01
"536",2,45,2002,1,23,7,4.16,89.96,0.01
"537",2,45,2002,1,23,8,4.98,87.94,0.03
"538",2,45,2002,1,23,9,6.23,84.98,0.62
"539",2,45,2002,1,23,10,7.17,84.32,1.97
"540",2,45,2002,1,23,11,7.9,83.02,1.35
"541",2,45,2002,1,23,12,8.58,80.41,0.96
"542",2,45,2002,1,23,13,8.88,79.52,1.92
"543",2,45,2002,1,23,14,8.74,83.51,6.48
"544",2,45,2002,1,23,15,8.19,90.08,9.49
"545",2,45,2002,1,23,16,7.89,93.21,5.91
"546",2,45,2002,1,23,17,7.71,94.33,1.77
"547",2,45,2002,1,23,18,7.55,94.73,5.4
"548",2,45,2002,1,23,19,7.23,95.59,1.94
"549",2,45,2002,1,23,20,6.78,97.02,1.42
"550",2,45,2002,1,23,21,6.13,99.55,1.47
"551",2,45,2002,1,23,22,5.28,100,1.52
"552",2,45,2002,1,23,23,4.82,100,3.03
"553",2,45,2002,1,24,0,5.01,100,6.45
"554",2,45,2002,1,24,1,5.62,97.59,14.22
"555",2,45,2002,1,24,2,6.3,97.33,20.86
"556",2,45,2002,1,24,3,6.83,97.45,17.04
"557",2,45,2002,1,24,4,6.91,97.59,10.97
"558",2,45,2002,1,24,5,6.83,97.42,7.55
"559",2,45,2002,1,24,6,6.75,97.09,6.81
"560",2,45,2002,1,24,7,6.65,96.58,6.8
"561",2,45,2002,1,24,8,6.63,95.38,7.61
"562",2,45,2002,1,24,9,6.95,93.06,9.04
"563",2,45,2002,1,24,10,7.17,91.11,9.82
"564",2,45,2002,1,24,11,7.02,93.3,10.15
"565",2,45,2002,1,24,12,7.27,94.17,8.08
"566",2,45,2002,1,24,13,7.76,91.12,6.4
"567",2,45,2002,1,24,14,8.05,87.69,4.7
"568",2,45,2002,1,24,15,7.61,87.21,3.76
"569",2,45,2002,1,24,16,6.46,92.55,4.59
"570",2,45,2002,1,24,17,5.57,97.53,5.02
"571",2,45,2002,1,24,18,5.1,99.82,2.49
"572",2,45,2002,1,24,19,5.27,99.24,2.3
"573",2,45,2002,1,24,20,5.34,98.68,2.01
"574",2,45,2002,1,24,21,5.27,98.52,1.7
"575",2,45,2002,1,24,22,5.13,98.31,1.42
"576",2,45,2002,1,24,23,4.96,98.27,1.04
"577",2,45,2002,1,25,0,4.8,98.15,0.93
"578",2,45,2002,1,25,1,4.68,98.11,0.96
"579",2,45,2002,1,25,2,4.57,98.15,0.92
"580",2,45,2002,1,25,3,4.5,98.1,0.89
"581",2,45,2002,1,25,4,4.46,98.03,0.78
"582",2,45,2002,1,25,5,4.39,98.18,0.58
"583",2,45,2002,1,25,6,4.23,98.58,0.35
"584",2,45,2002,1,25,7,4.25,98.48,0.22
"585",2,45,2002,1,25,8,4.71,96.85,0.15
"586",2,45,2002,1,25,9,5.54,94.54,0.1
"587",2,45,2002,1,25,10,6.56,89.87,0.03
"588",2,45,2002,1,25,11,7.88,80.74,0.01
"589",2,45,2002,1,25,12,8.93,72.67,0
"590",2,45,2002,1,25,13,9.3,69.64,0
"591",2,45,2002,1,25,14,9.26,68.88,0
"592",2,45,2002,1,25,15,8.46,76.65,0
"593",2,45,2002,1,25,16,7.21,77.34,0
"594",2,45,2002,1,25,17,6.02,81.96,0
"595",2,45,2002,1,25,18,4.92,87.05,0
"596",2,45,2002,1,25,19,4.02,91.78,0
"597",2,45,2002,1,25,20,3.88,92.67,0.04
"598",2,45,2002,1,25,21,4.14,91.76,0.13
"599",2,45,2002,1,25,22,4.18,91.55,0.16
"600",2,45,2002,1,25,23,4.17,92.61,0.2
"601",2,45,2002,1,26,0,4.2,93.94,0.33
"602",2,45,2002,1,26,1,4.1,95.6,0.51
"603",2,45,2002,1,26,2,4.07,97.17,0.55
"604",2,45,2002,1,26,3,4.14,98.57,0.34
"605",2,45,2002,1,26,4,4,100,0.48
"606",2,45,2002,1,26,5,4.02,100,0.95
"607",2,45,2002,1,26,6,4.48,100,1.22
"608",2,45,2002,1,26,7,4.81,100,1.24
"609",2,45,2002,1,26,8,5.8,97.84,1.15
"610",2,45,2002,1,26,9,6.61,95.74,1.07
"611",2,45,2002,1,26,10,7.62,93.38,1.02
"612",2,45,2002,1,26,11,8.84,89.49,0.85
"613",2,45,2002,1,26,12,9.68,86.19,0.62
"614",2,45,2002,1,26,13,10.14,84.78,0.48
"615",2,45,2002,1,26,14,10.16,85.62,0.44
"616",2,45,2002,1,26,15,9.48,89.97,0.54
"617",2,45,2002,1,26,16,7.57,97.74,0.61
"618",2,45,2002,1,26,17,6.17,100,0.51
"619",2,45,2002,1,26,18,5.64,100,0.03
"620",2,45,2002,1,26,19,5.86,99.16,0.02
"621",2,45,2002,1,26,20,5.08,100,0.01
"622",2,45,2002,1,26,21,4.6,99.48,0
"623",2,45,2002,1,26,22,5.63,92.39,0
"624",2,45,2002,1,26,23,5.98,89.14,0
"625",2,45,2002,1,27,0,6.09,87.95,0
"626",2,45,2002,1,27,1,4.92,92.03,0.01
"627",2,45,2002,1,27,2,4.94,90.67,0.05
"628",2,45,2002,1,27,3,5.06,89.34,0.12
"629",2,45,2002,1,27,4,4.19,91.72,0.42
"630",2,45,2002,1,27,5,3.33,94.65,0.7
"631",2,45,2002,1,27,6,3.33,95.73,0.56
"632",2,45,2002,1,27,7,3.44,95.61,0.26
"633",2,45,2002,1,27,8,6.26,86.08,0.1
"634",2,45,2002,1,27,9,8,81.8,0.05
"635",2,45,2002,1,27,10,10.12,81.5,0.06
"636",2,45,2002,1,27,11,11.61,77.45,0.05
"637",2,45,2002,1,27,12,12.53,72.34,0.01
"638",2,45,2002,1,27,13,12.9,70.5,0
"639",2,45,2002,1,27,14,12.66,73.04,0.01
"640",2,45,2002,1,27,15,11.8,78.81,0.04
"641",2,45,2002,1,27,16,10.21,86.9,0.07
"642",2,45,2002,1,27,17,9.65,88.85,0.06
"643",2,45,2002,1,27,18,9.13,90.84,0.04
"644",2,45,2002,1,27,19,8.29,94.75,0.02
"645",2,45,2002,1,27,20,7.56,98.22,0.02
"646",2,45,2002,1,27,21,7.21,99.21,0.02
"647",2,45,2002,1,27,22,7.16,98.93,0.01
"648",2,45,2002,1,27,23,7.44,97.5,0.01
"649",2,45,2002,1,28,0,7.34,97.88,0.01
"650",2,45,2002,1,28,1,7.23,98.34,0.01
"651",2,45,2002,1,28,2,6.9,100,0.02
"652",2,45,2002,1,28,3,6.57,100,0.03
"653",2,45,2002,1,28,4,6.43,100,0.03
"654",2,45,2002,1,28,5,5.96,100,0.03
"655",2,45,2002,1,28,6,5.33,100,0.02
"656",2,45,2002,1,28,7,5.5,100,0.02
"657",2,45,2002,1,28,8,7.07,93.68,0.02
"658",2,45,2002,1,28,9,9.24,84.24,0.01
"659",2,45,2002,1,28,10,11.48,75.68,0
"660",2,45,2002,1,28,11,13.03,70.42,0
"661",2,45,2002,1,28,12,14.02,66.3,0
"662",2,45,2002,1,28,13,14.19,64.59,0
"663",2,45,2002,1,28,14,13.89,65.37,0
"664",2,45,2002,1,28,15,12.55,74.38,0
"665",2,45,2002,1,28,16,10.43,77.55,0
"666",2,45,2002,1,28,17,9.7,80.14,0
"667",2,45,2002,1,28,18,9,83.61,0.01
"668",2,45,2002,1,28,19,7.83,89.46,0.01
"669",2,45,2002,1,28,20,6.35,96.86,0
"670",2,45,2002,1,28,21,4.94,100,0
"671",2,45,2002,1,28,22,4.07,100,0
"672",2,45,2002,1,28,23,3.7,100,0
"673",2,45,2002,1,29,0,3.54,98.22,0.02
"674",2,45,2002,1,29,1,3.4,93.13,0.02
"675",2,45,2002,1,29,2,3.27,89.9,0.02
"676",2,45,2002,1,29,3,3.21,87.59,0
"677",2,45,2002,1,29,4,3.25,84.68,0
"678",2,45,2002,1,29,5,3.43,81.39,0
"679",2,45,2002,1,29,6,3.55,78.92,0
"680",2,45,2002,1,29,7,4.42,74.25,0
"681",2,45,2002,1,29,8,7.75,64.19,0
"682",2,45,2002,1,29,9,10.16,58.22,0
"683",2,45,2002,1,29,10,11.43,56.76,0
"684",2,45,2002,1,29,11,12.37,56.82,0
"685",2,45,2002,1,29,12,13.2,57.08,0
"686",2,45,2002,1,29,13,13.49,59.02,0
"687",2,45,2002,1,29,14,13.1,65.72,0
"688",2,45,2002,1,29,15,11.25,74.93,0
"689",2,45,2002,1,29,16,9.1,78.41,0
"690",2,45,2002,1,29,17,7.92,81.13,0
"691",2,45,2002,1,29,18,6.99,84.28,0
"692",2,45,2002,1,29,19,6.68,85.78,0
"693",2,45,2002,1,29,20,6.75,85.22,0
"694",2,45,2002,1,29,21,6.53,84.89,0
"695",2,45,2002,1,29,22,6.16,83.57,0
"696",2,45,2002,1,29,23,5.88,80.29,0
"697",2,45,2002,1,30,0,5.97,74.72,0
"698",2,45,2002,1,30,1,6.47,68.92,0
"699",2,45,2002,1,30,2,6.91,64.78,0
"700",2,45,2002,1,30,3,7.24,62.06,0
"701",2,45,2002,1,30,4,7.31,61.59,0
"702",2,45,2002,1,30,5,7.28,64.29,0
"703",2,45,2002,1,30,6,7.34,67.83,0
"704",2,45,2002,1,30,7,7.59,70.12,0
"705",2,45,2002,1,30,8,8.65,68.45,0
"706",2,45,2002,1,30,9,9.65,65.68,0
"707",2,45,2002,1,30,10,10.47,61.82,0
"708",2,45,2002,1,30,11,11.38,60.13,0
"709",2,45,2002,1,30,12,12.21,59.83,0
"710",2,45,2002,1,30,13,12.63,59.33,0
"711",2,45,2002,1,30,14,12.27,61.61,0
"712",2,45,2002,1,30,15,11.12,67.18,0
"713",2,45,2002,1,30,16,8.87,77.03,0
"714",2,45,2002,1,30,17,7.29,84.87,0
"715",2,45,2002,1,30,18,6.51,89.21,0
"716",2,45,2002,1,30,19,5.96,91.14,0
"717",2,45,2002,1,30,20,5.27,94.71,0
"718",2,45,2002,1,30,21,4.85,98.6,0
"719",2,45,2002,1,30,22,4.86,99.23,0
"720",2,45,2002,1,30,23,5.22,96.95,0.01
"721",2,45,2002,1,31,0,5.36,96.72,0.01
"722",2,45,2002,1,31,1,5.53,96.47,0.01
"723",2,45,2002,1,31,2,5.91,95.97,0.01
"724",2,45,2002,1,31,3,5.79,96.76,0.01
"725",2,45,2002,1,31,4,5.81,96.77,0.01
"726",2,45,2002,1,31,5,5.52,99.09,0.01
"727",2,45,2002,1,31,6,4.95,100,0.01
"728",2,45,2002,1,31,7,5.28,100,0.02
"729",2,45,2002,1,31,8,7.35,91.9,0.02
"730",2,45,2002,1,31,9,8.83,86.85,0.02
"731",2,45,2002,1,31,10,10.2,80.73,0.01
"732",2,45,2002,1,31,11,11.52,73.81,0.01
"733",2,45,2002,1,31,12,12.34,69.45,0.07
"734",2,45,2002,1,31,13,12.72,67.52,0.13
"735",2,45,2002,1,31,14,12.32,69.22,0.05
"736",2,45,2002,1,31,15,10.94,76.47,0.07
"737",2,45,2002,1,31,16,9.46,85.27,0.16
"738",2,45,2002,1,31,17,8.58,91.4,0.2
"739",2,45,2002,1,31,18,7.85,95.96,0.59
"740",2,45,2002,1,31,19,7.09,99.72,0.5
"741",2,45,2002,1,31,20,6.41,100,0.43
"742",2,45,2002,1,31,21,6.34,100,0.36
"743",2,45,2002,1,31,22,6.37,97.9,0.29
"744",2,45,2002,1,31,23,6.19,97.46,0.24
"745",2,45,2002,2,1,0,5.92,97.27,0.24
"746",2,45,2002,2,1,1,5.6,96.74,0.21
"747",2,45,2002,2,1,2,5.34,96.41,0.18
"748",2,45,2002,2,1,3,5.12,96.46,0.15
"749",2,45,2002,2,1,4,4.84,96.35,0.14
"750",2,45,2002,2,1,5,4.38,97.44,0.12
"751",2,45,2002,2,1,6,4.29,97.88,0.1
"752",2,45,2002,2,1,7,4.49,96.34,0.06
"753",2,45,2002,2,1,8,5.56,90.99,0.03
"754",2,45,2002,2,1,9,7.24,81.06,0.01
"755",2,45,2002,2,1,10,8.84,69.66,0
"756",2,45,2002,2,1,11,11.08,57.41,0
"757",2,45,2002,2,1,12,12.75,52.44,0
"758",2,45,2002,2,1,13,13.05,51.71,0
"759",2,45,2002,2,1,14,12.33,55.83,0
"760",2,45,2002,2,1,15,10.88,63.95,0
"761",2,45,2002,2,1,16,8.76,66.8,0
"762",2,45,2002,2,1,17,7.59,66.94,0
"763",2,45,2002,2,1,18,7.5,65.11,0
"764",2,45,2002,2,1,19,7.26,64.96,0
"765",2,45,2002,2,1,20,6.49,67.68,0
"766",2,45,2002,2,1,21,5.96,70.86,0
"767",2,45,2002,2,1,22,5.86,73.04,0
"768",2,45,2002,2,1,23,5.77,74.19,0
"769",2,45,2002,2,2,0,5.66,74.42,0
"770",2,45,2002,2,2,1,5.88,72.64,0
"771",2,45,2002,2,2,2,5.99,72.43,0
"772",2,45,2002,2,2,3,5.64,74.88,0
"773",2,45,2002,2,2,4,4.96,79.04,0
"774",2,45,2002,2,2,5,4.57,80.47,0
"775",2,45,2002,2,2,6,4.13,81.86,0
"776",2,45,2002,2,2,7,4.26,82.24,0
"777",2,45,2002,2,2,8,5.85,77.34,0
"778",2,45,2002,2,2,9,8.24,69.23,0
"779",2,45,2002,2,2,10,10.85,59.54,0
"780",2,45,2002,2,2,11,12.68,54.98,0
"781",2,45,2002,2,2,12,13.65,53.36,0
"782",2,45,2002,2,2,13,13.9,53.07,0
"783",2,45,2002,2,2,14,13.51,54.83,0
"784",2,45,2002,2,2,15,12.15,60.82,0
"785",2,45,2002,2,2,16,9.8,69.95,0
"786",2,45,2002,2,2,17,7.88,76.45,0
"787",2,45,2002,2,2,18,6.65,78.06,0
"788",2,45,2002,2,2,19,5.8,78.7,0
"789",2,45,2002,2,2,20,5.22,80.33,0
"790",2,45,2002,2,2,21,4.96,81.95,0
"791",2,45,2002,2,2,22,4.87,82.63,0
"792",2,45,2002,2,2,23,4.76,83.6,0
"793",2,45,2002,2,3,0,4.72,85.08,0
"794",2,45,2002,2,3,1,4.72,87.24,0
"795",2,45,2002,2,3,2,4.76,89.5,0
"796",2,45,2002,2,3,3,5.03,89.94,0
"797",2,45,2002,2,3,4,5.26,91.29,0
"798",2,45,2002,2,3,5,5.51,91.93,0
"799",2,45,2002,2,3,6,5.75,92.43,0
"800",2,45,2002,2,3,7,6.34,90.03,0
"801",2,45,2002,2,3,8,7.82,83.37,0
"802",2,45,2002,2,3,9,9.82,74.19,0
"803",2,45,2002,2,3,10,11.9,63.9,0
"804",2,45,2002,2,3,11,13.32,56.85,0
"805",2,45,2002,2,3,12,14.03,53.46,0
"806",2,45,2002,2,3,13,13.93,53.39,0
"807",2,45,2002,2,3,14,12.84,58.38,0
"808",2,45,2002,2,3,15,11.39,65.67,0
"809",2,45,2002,2,3,16,9.94,73.65,0.01
"810",2,45,2002,2,3,17,8.98,80.1,0.06
"811",2,45,2002,2,3,18,8.23,86.5,1.05
"812",2,45,2002,2,3,19,7.75,90.66,2.09
"813",2,45,2002,2,3,20,7.27,93.48,3.08
"814",2,45,2002,2,3,21,6.72,95.42,2.54
"815",2,45,2002,2,3,22,5.97,96.88,0.75
"816",2,45,2002,2,3,23,5,98.86,0.11
"817",2,45,2002,2,4,0,4.53,99.42,0.04
"818",2,45,2002,2,4,1,4.81,97.34,0.05
"819",2,45,2002,2,4,2,4.91,96.5,0.07
"820",2,45,2002,2,4,3,4.6,97.5,0.08
"821",2,45,2002,2,4,4,3.99,99.82,0.06
"822",2,45,2002,2,4,5,3.08,100,0.05
"823",2,45,2002,2,4,6,2.35,100,0.04
"824",2,45,2002,2,4,7,2.87,100,0.03
"825",2,45,2002,2,4,8,4.61,90.98,0.01
"826",2,45,2002,2,4,9,6.97,79.73,0.01
"827",2,45,2002,2,4,10,9.43,67.56,0
"828",2,45,2002,2,4,11,11.41,56.26,0
"829",2,45,2002,2,4,12,12.68,50.52,0
"830",2,45,2002,2,4,13,13.19,50.67,0
"831",2,45,2002,2,4,14,13.14,52.78,0
"832",2,45,2002,2,4,15,12.21,58.94,0
"833",2,45,2002,2,4,16,8.67,75.65,0
"834",2,45,2002,2,4,17,7.1,82.07,0
"835",2,45,2002,2,4,18,7.1,82.56,0.03
"836",2,45,2002,2,4,19,6.67,85.69,0.09
"837",2,45,2002,2,4,20,6.4,89.87,0.16
"838",2,45,2002,2,4,21,6.15,94.88,0.18
"839",2,45,2002,2,4,22,6.23,96.8,0.17
"840",2,45,2002,2,4,23,6.13,97.77,0.16
"841",2,45,2002,2,5,0,6.01,97.19,0.11
"842",2,45,2002,2,5,1,5.81,96.97,0.06
"843",2,45,2002,2,5,2,5.58,96.6,0.04
"844",2,45,2002,2,5,3,5.4,96.02,0.03
"845",2,45,2002,2,5,4,5.36,94.85,0.03
"846",2,45,2002,2,5,5,5.43,93.29,0.05
"847",2,45,2002,2,5,6,5.43,92.36,0.06
"848",2,45,2002,2,5,7,5.37,92.36,0.07
"849",2,45,2002,2,5,8,5.93,90.99,0.06
"850",2,45,2002,2,5,9,7.24,86.91,0.19
"851",2,45,2002,2,5,10,8.45,84.02,0.45
"852",2,45,2002,2,5,11,9.15,82.3,1.19
"853",2,45,2002,2,5,12,9.3,83.61,3.44
"854",2,45,2002,2,5,13,9.47,84.92,6.52
"855",2,45,2002,2,5,14,9.59,86.74,13.15
"856",2,45,2002,2,5,15,9.1,91.57,26.94
"857",2,45,2002,2,5,16,8.4,95.26,39.54
"858",2,45,2002,2,5,17,7.7,95.66,48.8
"859",2,45,2002,2,5,18,6.7,96.35,47.32
"860",2,45,2002,2,5,19,5.64,97.12,37.7
"861",2,45,2002,2,5,20,5.02,96.78,25.18
"862",2,45,2002,2,5,21,4.68,96.17,14.23
"863",2,45,2002,2,5,22,4.64,96.43,6.62
"864",2,45,2002,2,5,23,4.84,97.15,3.85
"865",2,45,2002,2,6,0,5.13,97.91,4.32
"866",2,45,2002,2,6,1,5.42,97.61,6.34
"867",2,45,2002,2,6,2,5.45,97.73,4.43
"868",2,45,2002,2,6,3,5.04,98.62,3.9
"869",2,45,2002,2,6,4,4.88,98.32,4
"870",2,45,2002,2,6,5,4.76,97.94,3.74
"871",2,45,2002,2,6,6,4.53,97.94,2.81
"872",2,45,2002,2,6,7,4.39,97.8,5.33
"873",2,45,2002,2,6,8,4.36,97.27,5.88
"874",2,45,2002,2,6,9,4.82,96.36,7.42
"875",2,45,2002,2,6,10,5.6,90.63,7.28
"876",2,45,2002,2,6,11,6.16,83.47,5.42
"877",2,45,2002,2,6,12,6.64,78.57,4.72
"878",2,45,2002,2,6,13,6.81,76.59,4.41
"879",2,45,2002,2,6,14,6.59,77.8,3.53
"880",2,45,2002,2,6,15,6.04,81.37,3.17
"881",2,45,2002,2,6,16,5.03,86.82,2.63
"882",2,45,2002,2,6,17,4.08,91.54,2.22
"883",2,45,2002,2,6,18,3.47,94.63,1.14
"884",2,45,2002,2,6,19,2.86,96.41,0.96
"885",2,45,2002,2,6,20,2.08,98.72,0.58
"886",2,45,2002,2,6,21,1.65,98.96,0.38
"887",2,45,2002,2,6,22,1.52,97.68,0.29
"888",2,45,2002,2,6,23,1.34,97.42,0.24
"889",2,45,2002,2,7,0,1.11,97.24,0.23
"890",2,45,2002,2,7,1,0.92,97.22,0.2
"891",2,45,2002,2,7,2,0.77,97.13,0.19
"892",2,45,2002,2,7,3,0.6,96.91,0.18
"893",2,45,2002,2,7,4,0.46,96.47,0.19
"894",2,45,2002,2,7,5,0.25,96.51,0.18
"895",2,45,2002,2,7,6,0.06,96.16,0.14
"896",2,45,2002,2,7,7,0.03,94.66,0.11
"897",2,45,2002,2,7,8,0.67,90.65,0.04
"898",2,45,2002,2,7,9,2.67,79,0
"899",2,45,2002,2,7,10,4.6,66.05,0
"900",2,45,2002,2,7,11,5.94,57.65,0
"901",2,45,2002,2,7,12,6.85,53.03,0
"902",2,45,2002,2,7,13,7.27,50.92,0
"903",2,45,2002,2,7,14,7.16,51.33,0
"904",2,45,2002,2,7,15,6.47,55.47,0
"905",2,45,2002,2,7,16,3.83,71.57,0
"906",2,45,2002,2,7,17,2.23,78.27,0
"907",2,45,2002,2,7,18,1.59,80.85,0
"908",2,45,2002,2,7,19,1.21,82.17,0
"909",2,45,2002,2,7,20,1.26,81.18,0
"910",2,45,2002,2,7,21,1.32,79.45,0
"911",2,45,2002,2,7,22,1.33,77.77,0
"912",2,45,2002,2,7,23,1.31,76.02,0
"913",2,45,2002,2,8,0,1.39,73.5,0
"914",2,45,2002,2,8,1,1.54,71.57,0
"915",2,45,2002,2,8,2,1.64,70.16,0
"916",2,45,2002,2,8,3,1.51,70.6,0
"917",2,45,2002,2,8,4,1.37,71.1,0.01
"918",2,45,2002,2,8,5,1.07,72.19,0.06
"919",2,45,2002,2,8,6,0.73,73.75,0.11
"920",2,45,2002,2,8,7,1.28,73.71,0.08
"921",2,45,2002,2,8,8,3.1,66.19,0.05
"922",2,45,2002,2,8,9,4.64,58.09,0.02
"923",2,45,2002,2,8,10,6.1,53.98,0
"924",2,45,2002,2,8,11,7.98,56.81,0.05
"925",2,45,2002,2,8,12,9.64,61.98,0.11
"926",2,45,2002,2,8,13,10.05,65.61,0.06
"927",2,45,2002,2,8,14,9.82,70.09,0.01
"928",2,45,2002,2,8,15,9.06,76.88,0.03
"929",2,45,2002,2,8,16,7.43,87.85,0.05
"930",2,45,2002,2,8,17,6.49,91.12,0.15
"931",2,45,2002,2,8,18,6.36,92.93,0.17
"932",2,45,2002,2,8,19,6.2,94.78,0.18
"933",2,45,2002,2,8,20,6.06,97.17,0.17
"934",2,45,2002,2,8,21,6.16,98.11,0.2
"935",2,45,2002,2,8,22,6.4,98.08,0.25
"936",2,45,2002,2,8,23,6.62,98.49,0.27
"937",2,45,2002,2,9,0,6.74,99.22,0.25
"938",2,45,2002,2,9,1,6.77,100,0.21
"939",2,45,2002,2,9,2,6.71,100,0.21
"940",2,45,2002,2,9,3,6.61,100,0.25
"941",2,45,2002,2,9,4,6.53,100,0.31
"942",2,45,2002,2,9,5,6.39,100,0.38
"943",2,45,2002,2,9,6,6.25,100,0.42
"944",2,45,2002,2,9,7,6.45,99.7,0.43
"945",2,45,2002,2,9,8,6.93,97.39,0.46
"946",2,45,2002,2,9,9,7.38,96.39,0.44
"947",2,45,2002,2,9,10,8.04,95.18,0.43
"948",2,45,2002,2,9,11,8.5,93.89,0.42
"949",2,45,2002,2,9,12,8.88,92.12,0.45
"950",2,45,2002,2,9,13,9.11,91.18,0.58
"951",2,45,2002,2,9,14,9.24,90.88,0.72
"952",2,45,2002,2,9,15,8.99,92.96,0.74
"953",2,45,2002,2,9,16,8.39,95.83,0.97
"954",2,45,2002,2,9,17,8.38,95.77,1.04
"955",2,45,2002,2,9,18,8.48,95.55,2.96
"956",2,45,2002,2,9,19,8.42,95.65,3.74
"957",2,45,2002,2,9,20,8.25,95.92,3.92
"958",2,45,2002,2,9,21,7.98,96.75,3.03
"959",2,45,2002,2,9,22,7.59,98.17,1.85
"960",2,45,2002,2,9,23,7.38,98.4,1.39
"961",2,45,2002,2,10,0,7.22,98.42,1.06
"962",2,45,2002,2,10,1,6.98,98.63,0.91
"963",2,45,2002,2,10,2,6.82,98.6,0.73
"964",2,45,2002,2,10,3,6.36,98.86,0.84
"965",2,45,2002,2,10,4,5.88,99.04,0.85
"966",2,45,2002,2,10,5,5.83,98.38,1.27
"967",2,45,2002,2,10,6,5.85,98.1,1.46
"968",2,45,2002,2,10,7,5.92,97.84,1.02
"969",2,45,2002,2,10,8,6.11,97.43,0.7
"970",2,45,2002,2,10,9,6.5,96.48,0.59
"971",2,45,2002,2,10,10,7.34,93.06,0.82
"972",2,45,2002,2,10,11,8.57,84.45,0.8
"973",2,45,2002,2,10,12,8.84,79.87,0.83
"974",2,45,2002,2,10,13,8.74,80.38,0.73
"975",2,45,2002,2,10,14,8.73,81.66,0.8
"976",2,45,2002,2,10,15,8.57,85.05,0.58
"977",2,45,2002,2,10,16,7.53,92.64,0.47
"978",2,45,2002,2,10,17,6.81,95.3,0.43
"979",2,45,2002,2,10,18,6.67,95.91,0.17
"980",2,45,2002,2,10,19,6.27,97.46,0.15
"981",2,45,2002,2,10,20,5.98,98.77,0.11
"982",2,45,2002,2,10,21,5.86,99.42,0.04
"983",2,45,2002,2,10,22,5.87,99.85,0.01
"984",2,45,2002,2,10,23,5.53,100,0.01
"985",2,45,2002,2,11,0,5.27,100,0.02
"986",2,45,2002,2,11,1,5.12,100,0.03
"987",2,45,2002,2,11,2,4.78,100,0.05
"988",2,45,2002,2,11,3,4.76,100,0.07
"989",2,45,2002,2,11,4,4.91,100,0.09
"990",2,45,2002,2,11,5,4.9,100,0.09
"991",2,45,2002,2,11,6,4.69,99.93,0.07
"992",2,45,2002,2,11,7,5.02,98.39,0.05
"993",2,45,2002,2,11,8,6.01,94.2,0.03
"994",2,45,2002,2,11,9,7.14,89.3,0.01
"995",2,45,2002,2,11,10,8.78,80.81,0
"996",2,45,2002,2,11,11,10.51,72.53,0
"997",2,45,2002,2,11,12,11.98,64.98,0
"998",2,45,2002,2,11,13,12.98,60.71,0
"999",2,45,2002,2,11,14,13.06,60.38,0
"1000",2,45,2002,2,11,15,12.29,65.58,0
"1001",2,45,2002,2,11,16,10.37,74.75,0
"1002",2,45,2002,2,11,17,9.32,72.7,0
"1003",2,45,2002,2,11,18,9.23,71.43,0
"1004",2,45,2002,2,11,19,8.72,73.26,0
"1005",2,45,2002,2,11,20,7.66,78,0
"1006",2,45,2002,2,11,21,6.46,83.57,0
"1007",2,45,2002,2,11,22,5.94,85.3,0
"1008",2,45,2002,2,11,23,5.58,86.26,0
"1009",2,45,2002,2,12,0,5.28,86.86,0
"1010",2,45,2002,2,12,1,5.7,83.7,0
"1011",2,45,2002,2,12,2,5.95,81.93,0
"1012",2,45,2002,2,12,3,6.11,80.22,0
"1013",2,45,2002,2,12,4,4.97,85.25,0
"1014",2,45,2002,2,12,5,3.99,89.61,0
"1015",2,45,2002,2,12,6,3.23,93.36,0
"1016",2,45,2002,2,12,7,3.94,91.33,0
"1017",2,45,2002,2,12,8,7.98,76.93,0
"1018",2,45,2002,2,12,9,10.98,67.64,0
"1019",2,45,2002,2,12,10,12.72,62.65,0
"1020",2,45,2002,2,12,11,13.7,59.85,0
"1021",2,45,2002,2,12,12,14.26,58.36,0
"1022",2,45,2002,2,12,13,14.44,57.86,0
"1023",2,45,2002,2,12,14,14.2,58.86,0
"1024",2,45,2002,2,12,15,13.33,63.7,0
"1025",2,45,2002,2,12,16,10.49,77.45,0
"1026",2,45,2002,2,12,17,8.58,80.14,0
"1027",2,45,2002,2,12,18,8.17,80.98,0
"1028",2,45,2002,2,12,19,7.96,81.01,0
"1029",2,45,2002,2,12,20,7.99,80.56,0
"1030",2,45,2002,2,12,21,8.41,77.03,0
"1031",2,45,2002,2,12,22,8.39,76.29,0
"1032",2,45,2002,2,12,23,8.24,76.48,0
"1033",2,45,2002,2,13,0,7.63,78.81,0
"1034",2,45,2002,2,13,1,6.68,83.76,0
